grid_id|epsg|zoom|x|y|data|geom
eu-grid|3035|3|32|62|"{""poblacion"": {""penc"": 60, ""ue15"": 0, ""otros"": 0, ""total"": 267, ""magreb"": 0, ""penc_h"": 22, ""penc_m"": 31, ""afil_ss"": 71, ""america"": 0, ""edad65_"": 67, ""hombres"": 136, ""mujeres"": 131, ""pencjub"": 20, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 16, ""edad0015"": 29, ""edad1664"": 171, ""afil_ss_a"": 42, ""afil_ss_h"": 48, ""afil_ss_m"": 23, ""afil_ss_p"": 18, ""espanyoles"": 266, ""pencjub_mi"": 634.5000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 1302.7400000000}}"|0103000020DB0B0000010000000500000000000000F0D1454100000000509E3B4100000000F0D1454100000000D8B13B4100000000B4DB454100000000D8B13B4100000000B4DB454100000000509E3B4100000000F0D1454100000000509E3B41
eu-grid|3035|3|32|64|"{""poblacion"": {""penc"": 403, ""ue15"": 0, ""otros"": 5, ""total"": 1828, ""magreb"": 0, ""penc_h"": 200, ""penc_m"": 187, ""afil_ss"": 524, ""america"": 0, ""edad65_"": 388, ""hombres"": 885, ""mujeres"": 917, ""pencinc"": 45, ""pencjub"": 193, ""pencjyv"": 18, ""pencotr"": 11, ""pencviu"": 100, ""edad0015"": 220, ""edad1664"": 1185, ""afil_ss_a"": 344, ""afil_ss_h"": 306, ""afil_ss_m"": 212, ""afil_ss_p"": 146, ""espanyoles"": 1816, ""pencinc_mi"": 4280.4800000000, ""pencjub_mi"": 6755.2900000000, ""pencjyv_mi"": 2358.2100000000, ""pencotr_mi"": 530.3100000000, ""pencviu_mi"": 5659.3200000000}}"|0103000020DB0B0000010000000500000000000000F0D145410000000060C53B4100000000F0D1454100000000E8D83B4100000000B4DB454100000000E8D83B4100000000B4DB45410000000060C53B4100000000F0D145410000000060C53B41
eu-grid|3035|3|32|65|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000F0D1454100000000E8D83B4100000000F0D145410000000070EC3B4100000000B4DB45410000000070EC3B4100000000B4DB454100000000E8D83B4100000000F0D1454100000000E8D83B41
eu-grid|3035|3|33|55|"{""poblacion"": {""penc"": 44, ""ue15"": 0, ""otros"": 0, ""total"": 164, ""magreb"": 0, ""penc_h"": 20, ""penc_m"": 18, ""afil_ss"": 46, ""america"": 0, ""hombres"": 72, ""mujeres"": 71, ""pencjub"": 28, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 9, ""edad0015"": 0, ""edad1664"": 91, ""afil_ss_a"": 0, ""afil_ss_h"": 12, ""afil_ss_m"": 8, ""afil_ss_p"": 0, ""espanyoles"": 162, ""pencjub_mi"": 2330.0700000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB45410000000098153B4100000000B4DB45410000000020293B410000000078E545410000000020293B410000000078E545410000000098153B4100000000B4DB45410000000098153B41
eu-grid|3035|3|33|57|"{""poblacion"": {""penc"": 49, ""ue15"": 0, ""otros"": 0, ""total"": 211, ""magreb"": 0, ""penc_h"": 24, ""penc_m"": 15, ""afil_ss"": 54, ""america"": 0, ""edad65_"": 41, ""hombres"": 112, ""mujeres"": 99, ""pencinc"": 9, ""pencjub"": 24, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 10, ""edad0015"": 26, ""edad1664"": 138, ""afil_ss_a"": 33, ""afil_ss_h"": 23, ""afil_ss_m"": 16, ""afil_ss_p"": 6, ""espanyoles"": 210, ""pencinc_mi"": 629.8500000000, ""pencjub_mi"": 1491.9700000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB454100000000A83C3B4100000000B4DB45410000000030503B410000000078E545410000000030503B410000000078E5454100000000A83C3B4100000000B4DB454100000000A83C3B41
eu-grid|3035|3|33|58|"{""poblacion"": {""penc"": 0, ""ue15"": 0, ""otros"": 0, ""total"": 20, ""magreb"": 0, ""penc_h"": 0, ""penc_m"": 0, ""afil_ss"": 6, ""america"": 0, ""hombres"": 11, ""mujeres"": 9, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""edad1664"": 17, ""afil_ss_a"": 6, ""afil_ss_h"": 6, ""afil_ss_m"": 0, ""afil_ss_p"": 0, ""espanyoles"": 20, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000B4DB45410000000030503B4100000000B4DB454100000000B8633B410000000078E5454100000000B8633B410000000078E545410000000030503B4100000000B4DB45410000000030503B41
eu-grid|3035|3|33|59|"{""poblacion"": {""penc"": 38, ""ue15"": 0, ""otros"": 0, ""total"": 165, ""magreb"": 0, ""penc_h"": 15, ""penc_m"": 17, ""afil_ss"": 45, ""america"": 0, ""edad65_"": 27, ""hombres"": 80, ""mujeres"": 85, ""pencinc"": 6, ""pencjub"": 15, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 7, ""edad0015"": 16, ""edad1664"": 113, ""afil_ss_a"": 31, ""afil_ss_h"": 22, ""afil_ss_m"": 14, ""afil_ss_p"": 5, ""espanyoles"": 165, ""pencinc_mi"": 663.6500000000, ""pencjub_mi"": 782.9000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB454100000000B8633B4100000000B4DB45410000000040773B410000000078E545410000000040773B410000000078E5454100000000B8633B4100000000B4DB454100000000B8633B41
eu-grid|3035|3|33|60|"{""poblacion"": {""penc"": 1075, ""ue15"": 5, ""otros"": 100, ""total"": 6880, ""magreb"": 5, ""penc_h"": 510, ""penc_m"": 532, ""afil_ss"": 2191, ""america"": 0, ""edad65_"": 1119, ""hombres"": 3355, ""mujeres"": 3506, ""pencinc"": 94, ""pencjub"": 540, ""pencjyv"": 67, ""pencotr"": 45, ""pencviu"": 229, ""edad0015"": 1198, ""edad1664"": 4453, ""afil_ss_a"": 1556, ""afil_ss_h"": 1218, ""afil_ss_m"": 959, ""afil_ss_p"": 594, ""espanyoles"": 6679, ""pencinc_mi"": 8591.1800000000, ""pencjub_mi"": 16560.6800000000, ""pencjyv_mi"": 7398.6200000000, ""pencotr_mi"": 2468.0700000000, ""pencviu_mi"": 8248.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB45410000000040773B4100000000B4DB454100000000C88A3B410000000078E5454100000000C88A3B410000000078E545410000000040773B4100000000B4DB45410000000040773B41
eu-grid|3035|3|33|61|"{""poblacion"": {""penc"": 52, ""ue15"": 0, ""otros"": 0, ""total"": 246, ""magreb"": 0, ""penc_h"": 25, ""penc_m"": 27, ""afil_ss"": 73, ""america"": 0, ""edad65_"": 49, ""hombres"": 104, ""mujeres"": 113, ""pencinc"": 0, ""pencjub"": 28, ""pencjyv"": 9, ""pencotr"": 0, ""pencviu"": 5, ""edad0015"": 19, ""edad1664"": 159, ""afil_ss_a"": 57, ""afil_ss_h"": 31, ""afil_ss_m"": 30, ""afil_ss_p"": 10, ""espanyoles"": 242, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 1274.2000000000, ""pencjyv_mi"": 724.6500000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB454100000000C88A3B4100000000B4DB454100000000509E3B410000000078E5454100000000509E3B410000000078E5454100000000C88A3B4100000000B4DB454100000000C88A3B41
eu-grid|3035|3|33|62|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000B4DB454100000000509E3B4100000000B4DB454100000000D8B13B410000000078E5454100000000D8B13B410000000078E5454100000000509E3B4100000000B4DB454100000000509E3B41
eu-grid|3035|3|33|63|"{""poblacion"": {""penc"": 92, ""ue15"": 0, ""otros"": 0, ""total"": 344, ""magreb"": 0, ""penc_h"": 53, ""penc_m"": 39, ""afil_ss"": 120, ""america"": 0, ""edad65_"": 92, ""hombres"": 166, ""mujeres"": 167, ""pencinc"": 6, ""pencjub"": 50, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 11, ""edad0015"": 35, ""edad1664"": 206, ""afil_ss_a"": 59, ""afil_ss_h"": 63, ""afil_ss_m"": 57, ""afil_ss_p"": 19, ""espanyoles"": 344, ""pencinc_mi"": 544.7600000000, ""pencjub_mi"": 1945.1000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B0000010000000500000000000000B4DB454100000000D8B13B4100000000B4DB45410000000060C53B410000000078E545410000000060C53B410000000078E5454100000000D8B13B4100000000B4DB454100000000D8B13B41
eu-grid|3035|3|34|55|"{""poblacion"": {""penc"": 28, ""ue15"": 0, ""otros"": 0, ""total"": 69, ""magreb"": 0, ""penc_h"": 6, ""penc_m"": 8, ""afil_ss"": 22, ""america"": 0, ""edad65_"": 9, ""hombres"": 32, ""mujeres"": 37, ""pencinc"": 0, ""pencjub"": 13, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 5, ""edad1664"": 33, ""afil_ss_a"": 10, ""afil_ss_p"": 0, ""espanyoles"": 69, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 1396.2200000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 634.5000000000}}"|0103000020DB0B000001000000050000000000000078E545410000000098153B410000000078E545410000000020293B41000000003CEF45410000000020293B41000000003CEF45410000000098153B410000000078E545410000000098153B41
eu-grid|3035|3|34|57|"{""poblacion"": {""penc"": 0, ""ue15"": 5, ""otros"": 0, ""total"": 6, ""penc_h"": 0, ""penc_m"": 0, ""america"": 0, ""edad65_"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000078E5454100000000A83C3B410000000078E545410000000030503B41000000003CEF45410000000030503B41000000003CEF454100000000A83C3B410000000078E5454100000000A83C3B41
eu-grid|3035|3|34|59|"{""poblacion"": {""penc"": 112, ""ue15"": 0, ""otros"": 0, ""total"": 773, ""magreb"": 0, ""penc_h"": 49, ""penc_m"": 54, ""afil_ss"": 247, ""america"": 0, ""edad65_"": 110, ""hombres"": 403, ""mujeres"": 363, ""pencinc"": 0, ""pencjub"": 56, ""pencjyv"": 8, ""pencotr"": 0, ""pencviu"": 21, ""edad0015"": 97, ""edad1664"": 503, ""afil_ss_a"": 193, ""afil_ss_h"": 134, ""afil_ss_m"": 108, ""afil_ss_p"": 30, ""espanyoles"": 762, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 2844.7800000000, ""pencjyv_mi"": 707.5000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 1269.0000000000}}"|0103000020DB0B000001000000050000000000000078E5454100000000B8633B410000000078E545410000000040773B41000000003CEF45410000000040773B41000000003CEF454100000000B8633B410000000078E5454100000000B8633B41
eu-grid|3035|3|34|60|"{""poblacion"": {""penc"": 239, ""ue15"": 0, ""otros"": 0, ""total"": 1136, ""magreb"": 0, ""penc_h"": 104, ""penc_m"": 113, ""afil_ss"": 356, ""america"": 0, ""edad65_"": 164, ""hombres"": 561, ""mujeres"": 550, ""pencinc"": 16, ""pencjub"": 96, ""pencjyv"": 17, ""pencotr"": 0, ""pencviu"": 42, ""edad0015"": 111, ""edad1664"": 742, ""afil_ss_a"": 151, ""afil_ss_h"": 177, ""afil_ss_m"": 131, ""afil_ss_p"": 29, ""espanyoles"": 1117, ""pencinc_mi"": 1398.5500000000, ""pencjub_mi"": 5500.8900000000, ""pencjyv_mi"": 2301.1500000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 3172.5000000000}}"|0103000020DB0B000001000000050000000000000078E545410000000040773B410000000078E5454100000000C88A3B41000000003CEF454100000000C88A3B41000000003CEF45410000000040773B410000000078E545410000000040773B41
eu-grid|3035|3|34|63|"{""poblacion"": {""penc"": 122, ""ue15"": 0, ""otros"": 0, ""total"": 422, ""magreb"": 0, ""penc_h"": 57, ""penc_m"": 65, ""afil_ss"": 114, ""america"": 0, ""edad65_"": 107, ""hombres"": 201, ""mujeres"": 203, ""pencinc"": 6, ""pencjub"": 58, ""pencjyv"": 5, ""pencotr"": 7, ""pencviu"": 22, ""edad0015"": 44, ""edad1664"": 238, ""afil_ss_a"": 45, ""afil_ss_h"": 64, ""afil_ss_m"": 50, ""afil_ss_p"": 11, ""espanyoles"": 417, ""pencinc_mi"": 595.5300000000, ""pencjub_mi"": 2509.3800000000, ""pencjyv_mi"": 634.5000000000, ""pencotr_mi"": 220.2500000000, ""pencviu_mi"": 1269.0000000000}}"|0103000020DB0B000001000000050000000000000078E5454100000000D8B13B410000000078E545410000000060C53B41000000003CEF45410000000060C53B41000000003CEF454100000000D8B13B410000000078E5454100000000D8B13B41
eu-grid|3035|3|35|57|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""afil_ss"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""afil_ss_a"": 0, ""afil_ss_h"": 0, ""afil_ss_m"": 0, ""afil_ss_p"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B00000100000005000000000000003CEF454100000000A83C3B41000000003CEF45410000000030503B410000000000F945410000000030503B410000000000F9454100000000A83C3B41000000003CEF454100000000A83C3B41
eu-grid|3035|3|35|59|"{""poblacion"": {""penc"": 191, ""ue15"": 0, ""otros"": 0, ""total"": 772, ""magreb"": 0, ""penc_h"": 96, ""penc_m"": 95, ""afil_ss"": 206, ""america"": 0, ""edad65_"": 189, ""hombres"": 390, ""mujeres"": 382, ""pencinc"": 19, ""pencjub"": 94, ""pencjyv"": 0, ""pencotr"": 5, ""pencviu"": 45, ""edad0015"": 77, ""edad1664"": 497, ""afil_ss_a"": 116, ""afil_ss_h"": 113, ""afil_ss_m"": 72, ""afil_ss_p"": 52, ""espanyoles"": 764, ""pencinc_mi"": 1882.5900000000, ""pencjub_mi"": 3473.4900000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 674.1000000000, ""pencviu_mi"": 2538.0000000000}}"|0103000020DB0B00000100000005000000000000003CEF454100000000B8633B41000000003CEF45410000000040773B410000000000F945410000000040773B410000000000F9454100000000B8633B41000000003CEF454100000000B8633B41
eu-grid|3035|3|35|62|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B00000100000005000000000000003CEF454100000000509E3B41000000003CEF454100000000D8B13B410000000000F9454100000000D8B13B410000000000F9454100000000509E3B41000000003CEF454100000000509E3B41
eu-grid|3035|3|36|51|"{""poblacion"": {""penc"": 1030, ""ue15"": 0, ""otros"": 46, ""total"": 6133, ""magreb"": 13, ""penc_h"": 604, ""penc_m"": 365, ""afil_ss"": 1625, ""america"": 0, ""edad65_"": 868, ""hombres"": 3145, ""mujeres"": 2977, ""pencinc"": 210, ""pencjub"": 455, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 236, ""edad0015"": 913, ""edad1664"": 4143, ""afil_ss_a"": 1127, ""afil_ss_h"": 942, ""afil_ss_m"": 626, ""afil_ss_p"": 176, ""espanyoles"": 6019, ""pencinc_mi"": 11444.2300000000, ""pencjub_mi"": 21298.5800000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 10971.8300000000}}"|0103000020DB0B000001000000050000000000000000F945410000000078C73A410000000000F945410000000000DB3A4100000000C40246410000000000DB3A4100000000C40246410000000078C73A410000000000F945410000000078C73A41
eu-grid|3035|3|36|55|"{""poblacion"": {""penc"": 205, ""ue15"": 7, ""otros"": 14, ""total"": 885, ""magreb"": 0, ""penc_h"": 109, ""penc_m"": 96, ""afil_ss"": 257, ""america"": 0, ""edad65_"": 175, ""hombres"": 436, ""mujeres"": 443, ""pencinc"": 28, ""pencjub"": 97, ""pencjyv"": 0, ""pencotr"": 6, ""pencviu"": 51, ""edad0015"": 104, ""edad1664"": 552, ""afil_ss_a"": 207, ""afil_ss_h"": 156, ""afil_ss_m"": 101, ""afil_ss_p"": 50, ""espanyoles"": 856, ""pencinc_mi"": 1605.5900000000, ""pencjub_mi"": 2933.7800000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 571.3000000000, ""pencviu_mi"": 1903.5000000000}}"|0103000020DB0B000001000000050000000000000000F945410000000098153B410000000000F945410000000020293B4100000000C40246410000000020293B4100000000C40246410000000098153B410000000000F945410000000098153B41
eu-grid|3035|3|36|56|"{""poblacion"": {""penc"": 23, ""otros"": 0, ""total"": 107, ""magreb"": 0, ""penc_h"": 7, ""penc_m"": 10, ""afil_ss"": 29, ""america"": 0, ""edad65_"": 6, ""hombres"": 56, ""mujeres"": 51, ""pencjub"": 8, ""pencjyv"": 0, ""pencotr"": 0, ""edad0015"": 7, ""edad1664"": 76, ""afil_ss_a"": 10, ""afil_ss_p"": 5, ""espanyoles"": 102, ""pencjub_mi"": 618.2000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000000F945410000000020293B410000000000F9454100000000A83C3B4100000000C402464100000000A83C3B4100000000C40246410000000020293B410000000000F945410000000020293B41
eu-grid|3035|3|36|57|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000000F9454100000000A83C3B410000000000F945410000000030503B4100000000C40246410000000030503B4100000000C402464100000000A83C3B410000000000F9454100000000A83C3B41
eu-grid|3035|3|36|58|"{""poblacion"": {""penc"": 194, ""ue15"": 0, ""otros"": 0, ""total"": 834, ""magreb"": 0, ""penc_h"": 94, ""penc_m"": 91, ""afil_ss"": 261, ""america"": 0, ""edad65_"": 195, ""hombres"": 423, ""mujeres"": 411, ""pencinc"": 10, ""pencjub"": 104, ""pencjyv"": 33, ""pencotr"": 0, ""pencviu"": 17, ""edad0015"": 109, ""edad1664"": 527, ""afil_ss_a"": 204, ""afil_ss_h"": 150, ""afil_ss_m"": 102, ""afil_ss_p"": 48, ""espanyoles"": 833, ""pencinc_mi"": 752.4500000000, ""pencjub_mi"": 2417.9400000000, ""pencjyv_mi"": 2961.2000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 1269.0000000000}}"|0103000020DB0B000001000000050000000000000000F945410000000030503B410000000000F9454100000000B8633B4100000000C402464100000000B8633B4100000000C40246410000000030503B410000000000F945410000000030503B41
eu-grid|3035|3|36|59|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000000F9454100000000B8633B410000000000F945410000000040773B4100000000C40246410000000040773B4100000000C402464100000000B8633B410000000000F9454100000000B8633B41
eu-grid|3035|3|36|61|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""afil_ss"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""afil_ss_a"": 0, ""afil_ss_h"": 0, ""afil_ss_m"": 0, ""afil_ss_p"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000000F9454100000000C88A3B410000000000F9454100000000509E3B4100000000C402464100000000509E3B4100000000C402464100000000C88A3B410000000000F9454100000000C88A3B41
eu-grid|3035|3|36|62|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""afil_ss"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""afil_ss_a"": 0, ""afil_ss_h"": 0, ""afil_ss_m"": 0, ""afil_ss_p"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B000001000000050000000000000000F9454100000000509E3B410000000000F9454100000000D8B13B4100000000C402464100000000D8B13B4100000000C402464100000000509E3B410000000000F9454100000000509E3B41
eu-grid|3035|3|36|63|"{""poblacion"": {""penc"": 211, ""ue15"": 0, ""otros"": 0, ""total"": 987, ""magreb"": 0, ""penc_h"": 133, ""penc_m"": 73, ""afil_ss"": 245, ""america"": 0, ""edad65_"": 233, ""hombres"": 491, ""mujeres"": 467, ""pencinc"": 11, ""pencjub"": 124, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 43, ""edad0015"": 112, ""edad1664"": 612, ""afil_ss_a"": 88, ""afil_ss_h"": 154, ""afil_ss_m"": 67, ""afil_ss_p"": 32, ""espanyoles"": 985, ""pencinc_mi"": 1368.2300000000, ""pencjub_mi"": 4257.5000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 3172.5000000000}}"|0103000020DB0B000001000000050000000000000000F9454100000000D8B13B410000000000F945410000000060C53B4100000000C40246410000000060C53B4100000000C402464100000000D8B13B410000000000F9454100000000D8B13B41
eu-grid|3035|3|37|55|"{""poblacion"": {""penc"": 46, ""ue15"": 0, ""otros"": 0, ""total"": 242, ""magreb"": 0, ""penc_h"": 25, ""penc_m"": 21, ""afil_ss"": 52, ""america"": 0, ""edad65_"": 37, ""hombres"": 110, ""mujeres"": 114, ""pencinc"": 15, ""pencjub"": 11, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""edad0015"": 21, ""edad1664"": 168, ""afil_ss_a"": 31, ""afil_ss_h"": 16, ""afil_ss_m"": 12, ""afil_ss_p"": 7, ""espanyoles"": 241, ""pencinc_mi"": 2007.7100000000, ""pencjub_mi"": 634.5000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000C40246410000000098153B4100000000C40246410000000020293B4100000000880C46410000000020293B4100000000880C46410000000098153B4100000000C40246410000000098153B41
eu-grid|3035|3|37|56|"{""poblacion"": {""penc"": 21, ""ue15"": 0, ""otros"": 0, ""total"": 56, ""magreb"": 0, ""afil_ss"": 6, ""america"": 0, ""edad65_"": 7, ""hombres"": 31, ""mujeres"": 25, ""pencinc"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""edad1664"": 27, ""afil_ss_a"": 6, ""afil_ss_p"": 0, ""espanyoles"": 55, ""pencinc_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000C40246410000000020293B4100000000C402464100000000A83C3B4100000000880C464100000000A83C3B4100000000880C46410000000020293B4100000000C40246410000000020293B41
eu-grid|3035|3|37|58|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000C40246410000000030503B4100000000C402464100000000B8633B4100000000880C464100000000B8633B4100000000880C46410000000030503B4100000000C40246410000000030503B41
eu-grid|3035|3|37|59|"{""poblacion"": {""penc"": 0, ""penc_h"": 0, ""penc_m"": 0, ""pencinc"": 0, ""pencjub"": 0, ""pencjyv"": 0, ""pencotr"": 0, ""pencviu"": 0, ""pencinc_mi"": 0.0000000000, ""pencjub_mi"": 0.0000000000, ""pencjyv_mi"": 0.0000000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 0.0000000000}}"|0103000020DB0B0000010000000500000000000000C402464100000000B8633B4100000000C40246410000000040773B4100000000880C46410000000040773B4100000000880C464100000000B8633B4100000000C402464100000000B8633B41
eu-grid|3035|3|37|61|"{""poblacion"": {""penc"": 240, ""ue15"": 0, ""otros"": 6, ""total"": 1217, ""magreb"": 0, ""penc_h"": 101, ""penc_m"": 111, ""afil_ss"": 283, ""america"": 0, ""edad65_"": 206, ""hombres"": 606, ""mujeres"": 600, ""pencinc"": 5, ""pencjub"": 110, ""pencjyv"": 24, ""pencotr"": 0, ""pencviu"": 57, ""edad0015"": 161, ""edad1664"": 802, ""afil_ss_a"": 179, ""afil_ss_h"": 146, ""afil_ss_m"": 95, ""afil_ss_p"": 70, ""espanyoles"": 1198, ""pencinc_mi"": 606.0700000000, ""pencjub_mi"": 7371.2400000000, ""pencjyv_mi"": 3066.1400000000, ""pencotr_mi"": 0.0000000000, ""pencviu_mi"": 3807.0000000000}}"|0103000020DB0B0000010000000500000000000000C402464100000000C88A3B4100000000C402464100000000509E3B4100000000880C464100000000509E3B4100000000880C464100000000C88A3B4100000000C402464100000000C88A3B41
